invoice_id,Branch,City,category,unit_price,quantity,date,time,payment_method,rating,profit_margin,day_name,month_name,year
129,WALM035,San Angelo,Food and beverages,$68.54,8,08-01-2019,15:57:00,Ewallet,8.5,0.48,Tuesday,January,2019
130,WALM018,Frisco,Sports and travel,$90.28,9,08-02-2019,11:15:00,Ewallet,7.2,0.48,Friday,February,2019
131,WALM022,Mesquite,Fashion accessories,$39.62,7,25-01-2019,13:18:00,Cash,7.5,0.48,Friday,January,2019
132,WALM068,Burleson,Sports and travel,$92.13,6,06-03-2019,20:34:00,Cash,8.3,0.33,Wednesday,March,2019
133,WALM055,Waxahachie,Sports and travel,$34.84,4,10-02-2019,18:36:00,Cash,7.4,0.33,Sunday,February,2019
134,WALM002,Dallas,Electronic accessories,$87.45,6,17-02-2019,14:40:00,Credit card,8.8,0.36,Sunday,February,2019
135,WALM062,Galveston,Health and beauty,$81.3,6,08-03-2019,16:43:00,Ewallet,5.3,0.33,Friday,March,2019
136,WALM098,Mineral Wells,Fashion accessories,$90.22,3,18-02-2019,19:39:00,Cash,6.2,0.18,Monday,February,2019
137,WALM027,Abilene,Electronic accessories,$26.31,5,18-01-2019,20:59:00,Credit card,8.8,0.48,Friday,January,2019
138,WALM093,Angleton,Home and lifestyle,$34.42,6,18-02-2019,15:39:00,Cash,9.8,0.33,Monday,February,2019
139,WALM029,Round Rock,Sports and travel,$51.91,10,16-02-2019,12:21:00,Cash,8.2,0.48,Saturday,February,2019
140,WALM016,Brownsville,Sports and travel,$72.5,8,16-03-2019,19:25:00,Ewallet,9.2,0.48,Saturday,March,2019
141,WALM023,Midland,Sports and travel,$89.8,10,23-01-2019,13:00:00,Credit card,5.4,0.48,Wednesday,January,2019
142,WALM012,Garland,Health and beauty,$90.5,10,25-01-2019,13:48:00,Cash,8.1,0.48,Friday,January,2019
143,WALM052,Mansfield,Health and beauty,$68.6,10,05-02-2019,19:57:00,Cash,9.1,0.57,Tuesday,February,2019
144,WALM097,Alice,Food and beverages,$30.41,1,22-02-2019,10:36:00,Credit card,8.4,0.18,Friday,February,2019
145,WALM045,Missouri City,Home and lifestyle,$77.95,6,21-01-2019,16:37:00,Credit card,8,0.48,Monday,January,2019
146,WALM047,Flower Mound,Health and beauty,$46.26,6,08-03-2019,17:11:00,Credit card,9.5,0.48,Friday,March,2019
147,WALM026,Denton,Fashion accessories,$30.14,10,10-02-2019,12:28:00,Ewallet,9.2,0.48,Sunday,February,2019
148,WALM054,Sherman,Health and beauty,$66.14,4,19-03-2019,12:46:00,Credit card,5.6,0.21,Tuesday,March,2019
149,WALM049,North Richland Hills,Home and lifestyle,$71.86,8,06-03-2019,15:07:00,Credit card,6.2,0.48,Wednesday,March,2019
150,WALM065,Texas City,Health and beauty,$32.46,8,27-03-2019,13:48:00,Credit card,4.9,0.33,Wednesday,March,2019
151,WALM016,Brownsville,Fashion accessories,$91.54,4,23-03-2019,19:20:00,Credit card,4.8,0.48,Saturday,March,2019
152,WALM070,Hurst,Sports and travel,$34.56,7,11-03-2019,16:07:00,Credit card,7.3,0.33,Monday,March,2019
153,WALM099,Weatherford,Fashion accessories,$83.24,9,29-01-2019,11:56:00,Credit card,7.4,0.18,Tuesday,January,2019
154,WALM071,Lufkin,Food and beverages,$16.48,6,07-02-2019,18:23:00,Ewallet,9.9,0.33,Thursday,February,2019
155,WALM078,Del Rio,Sports and travel,$80.97,8,28-01-2019,13:05:00,Cash,9.3,0.33,Monday,January,2019
156,WALM074,Weslaco,Food and beverages,$92.29,5,20-02-2019,15:55:00,Cash,9,0.33,Wednesday,February,2019
157,WALM042,Bryan,Electronic accessories,$72.17,1,04-01-2019,19:40:00,Cash,6.1,0.48,Friday,January,2019
158,WALM013,Irving,Home and lifestyle,$50.28,5,07-03-2019,13:58:00,Ewallet,9.7,0.48,Thursday,March,2019
159,WALM100,Canyon,Health and beauty,$97.22,9,30-03-2019,14:43:00,Ewallet,6,0.18,Saturday,March,2019
160,WALM094,Alamo,Sports and travel,$93.39,6,27-03-2019,19:18:00,Ewallet,10,0.33,Wednesday,March,2019
161,WALM028,Odessa,Food and beverages,$43.18,8,19-01-2019,19:39:00,Credit card,8.3,0.48,Saturday,January,2019
162,WALM019,Pasadena,Sports and travel,$63.69,1,25-02-2019,16:21:00,Cash,6,0.48,Monday,February,2019
163,WALM011,Lubbock,Food and beverages,$45.79,7,13-03-2019,19:44:00,Credit card,7,0.48,Wednesday,March,2019
164,WALM084,Schertz,Sports and travel,$76.4,2,30-01-2019,19:42:00,Ewallet,6.5,0.33,Wednesday,January,2019
165,WALM057,Euless,Food and beverages,$39.9,10,20-02-2019,15:24:00,Credit card,5.9,0.33,Wednesday,February,2019
166,WALM088,Cleburne,Health and beauty,$42.57,8,25-02-2019,14:12:00,Ewallet,5.6,0.33,Monday,February,2019
167,WALM061,Cedar Park,Home and lifestyle,$95.58,10,16-01-2019,13:32:00,Cash,4.8,0.33,Wednesday,January,2019
168,WALM040,Edinburg,Fashion accessories,$98.98,10,08-02-2019,16:20:00,Credit card,8.7,0.48,Friday,February,2019
169,WALM069,Rockwall,Food and beverages,$51.28,6,19-01-2019,16:31:00,Cash,6.5,0.33,Saturday,January,2019
170,WALM089,Southlake,Sports and travel,$69.52,7,01-02-2019,15:10:00,Credit card,8.5,0.33,Friday,February,2019
171,WALM031,Lewisville,Health and beauty,$70.01,5,03-01-2019,11:36:00,Ewallet,5.5,0.48,Thursday,January,2019
172,WALM039,Longview,Food and beverages,$80.05,5,26-01-2019,12:45:00,Credit card,9.4,0.48,Saturday,January,2019
173,WALM039,Longview,Electronic accessories,$20.85,8,03-03-2019,19:17:00,Cash,6.3,0.48,Sunday,March,2019
174,WALM047,Flower Mound,Electronic accessories,$52.89,6,19-01-2019,17:34:00,Credit card,9.8,0.48,Saturday,January,2019
175,WALM071,Lufkin,Food and beverages,$19.79,8,18-01-2019,12:04:00,Ewallet,8.7,0.33,Friday,January,2019
176,WALM060,DeSoto,Home and lifestyle,$33.84,9,21-03-2019,16:21:00,Ewallet,8.8,0.33,Thursday,March,2019
177,WALM073,Seguin,Food and beverages,$22.17,8,03-03-2019,17:01:00,Credit card,9.6,0.33,Sunday,March,2019
178,WALM059,Pflugerville,Fashion accessories,$22.51,7,13-02-2019,10:50:00,Credit card,4.8,0.33,Wednesday,February,2019
179,WALM012,Garland,Food and beverages,$73.88,6,23-03-2019,19:16:00,Ewallet,4.4,0.48,Saturday,March,2019
180,WALM086,Rosenberg,Health and beauty,$86.8,3,28-01-2019,16:47:00,Ewallet,9.9,0.33,Monday,January,2019
181,WALM073,Seguin,Fashion accessories,$64.26,7,09-02-2019,10:00:00,Cash,5.7,0.33,Saturday,February,2019
182,WALM028,Odessa,Food and beverages,$38.47,8,23-01-2019,11:51:00,Cash,7.7,0.48,Wednesday,January,2019
183,WALM053,Conroe,Sports and travel,$15.5,10,23-03-2019,10:55:00,Ewallet,8,0.57,Saturday,March,2019
184,WALM024,Carrollton,Health and beauty,$34.31,8,25-01-2019,15:00:00,Ewallet,5.7,0.48,Friday,January,2019
185,WALM097,Alice,Sports and travel,$12.34,7,04-03-2019,11:19:00,Credit card,6.7,0.18,Monday,March,2019
186,WALM072,Lancaster,Food and beverages,$18.08,3,05-03-2019,19:46:00,Ewallet,8,0.33,Tuesday,March,2019
187,WALM023,Midland,Home and lifestyle,$94.49,8,03-03-2019,19:00:00,Ewallet,7.5,0.48,Sunday,March,2019
188,WALM038,Sugar Land,Home and lifestyle,$46.47,4,08-02-2019,10:53:00,Cash,7,0.48,Friday,February,2019
189,WALM078,Del Rio,Home and lifestyle,$74.07,1,10-02-2019,12:50:00,Ewallet,9.9,0.33,Sunday,February,2019
190,WALM084,Schertz,Home and lifestyle,$69.81,4,28-01-2019,20:50:00,Credit card,5.9,0.33,Monday,January,2019
191,WALM059,Pflugerville,Home and lifestyle,$77.04,3,11-02-2019,10:39:00,Credit card,7.2,0.33,Monday,February,2019
192,WALM062,Galveston,Fashion accessories,$73.52,2,15-01-2019,13:41:00,Ewallet,4.6,0.33,Tuesday,January,2019
193,WALM090,Brownwood,Food and beverages,$87.8,9,16-03-2019,19:08:00,Cash,9.2,0.33,Saturday,March,2019
194,WALM015,Grand Prairie,Home and lifestyle,$25.55,4,26-01-2019,20:23:00,Ewallet,5.7,0.48,Saturday,January,2019
195,WALM003,San Antonio,Electronic accessories,$32.71,5,19-03-2019,11:30:00,Credit card,9.9,0.48,Tuesday,March,2019
196,WALM066,Grapevine,Fashion accessories,$74.29,1,13-01-2019,19:30:00,Cash,5,0.33,Sunday,January,2019
197,WALM079,La Porte,Health and beauty,$43.7,2,26-03-2019,18:03:00,Cash,4.9,0.33,Tuesday,March,2019
198,WALM002,Dallas,Home and lifestyle,$25.29,1,23-03-2019,10:13:00,Ewallet,6.1,0.36,Saturday,March,2019
199,WALM094,Alamo,Health and beauty,$41.5,4,12-03-2019,19:58:00,Credit card,8.2,0.33,Tuesday,March,2019
200,WALM047,Flower Mound,Food and beverages,$71.39,5,17-02-2019,19:57:00,Credit card,5.5,0.48,Sunday,February,2019
201,WALM100,Canyon,Sports and travel,$19.15,6,29-01-2019,10:01:00,Credit card,6.8,0.18,Tuesday,January,2019
202,WALM005,Fort Worth,Electronic accessories,$57.49,4,15-03-2019,11:57:00,Cash,6.6,0.48,Friday,March,2019
203,WALM086,Rosenberg,Electronic accessories,$61.41,7,14-01-2019,10:02:00,Cash,9.8,0.33,Monday,January,2019
204,WALM029,Round Rock,Health and beauty,$25.9,10,06-02-2019,14:51:00,Ewallet,8.7,0.48,Wednesday,February,2019
205,WALM065,Texas City,Home and lifestyle,$17.77,5,15-02-2019,12:42:00,Credit card,5.4,0.33,Friday,February,2019
206,WALM085,Kerrville,Health and beauty,$23.03,9,03-01-2019,12:02:00,Ewallet,7.9,0.33,Thursday,January,2019
207,WALM034,College Station,Electronic accessories,$66.65,9,04-01-2019,18:19:00,Credit card,9.7,0.48,Friday,January,2019
208,WALM055,Waxahachie,Home and lifestyle,$28.53,10,18-03-2019,17:38:00,Ewallet,7.8,0.33,Monday,March,2019
209,WALM043,Baytown,Fashion accessories,$30.37,3,28-03-2019,13:41:00,Ewallet,5.1,0.48,Thursday,March,2019
210,WALM003,San Antonio,Electronic accessories,$99.73,9,02-03-2019,19:42:00,Credit card,6.5,0.48,Saturday,March,2019
211,WALM050,Victoria,Electronic accessories,$26.23,9,25-01-2019,20:24:00,Ewallet,5.9,0.48,Friday,January,2019
212,WALM057,Euless,Food and beverages,$93.26,9,16-01-2019,18:08:00,Cash,8.8,0.33,Wednesday,January,2019
213,WALM088,Cleburne,Home and lifestyle,$92.36,5,20-03-2019,19:17:00,Ewallet,4.9,0.33,Wednesday,March,2019
214,WALM093,Angleton,Sports and travel,$46.42,3,04-01-2019,13:24:00,Credit card,4.4,0.33,Friday,January,2019
215,WALM065,Texas City,Sports and travel,$29.61,7,11-03-2019,15:53:00,Cash,6.5,0.33,Monday,March,2019
216,WALM072,Lancaster,Home and lifestyle,$18.28,1,22-03-2019,15:05:00,Credit card,8.3,0.33,Friday,March,2019
217,WALM038,Sugar Land,Sports and travel,$24.77,5,24-03-2019,18:27:00,Cash,8.5,0.48,Sunday,March,2019
218,WALM081,Friendswood,Electronic accessories,$94.64,3,21-02-2019,16:55:00,Cash,5.5,0.33,Thursday,February,2019
219,WALM043,Baytown,Fashion accessories,$94.87,8,12-02-2019,12:58:00,Ewallet,8.7,0.48,Tuesday,February,2019
220,WALM044,Pharr,Food and beverages,$57.34,3,10-03-2019,18:59:00,Credit card,7.9,0.48,Sunday,March,2019
